"id","parent_id/id","main_name","name","description","excise_code"
"l10n_ua_product_classification.product_classification_89058","l10n_ua_product_classification.product_classification_89057","","6204331000","робочі",""
"l10n_ua_product_classification.product_classification_89059","l10n_ua_product_classification.product_classification_89057","","6204339000","інші",""
"l10n_ua_product_classification.product_classification_89060","l10n_ua_product_classification.product_classification_89052","","620439","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_89061","l10n_ua_product_classification.product_classification_89060","","","із  штучних  волокон:",""
"l10n_ua_product_classification.product_classification_89062","l10n_ua_product_classification.product_classification_89061","","6204391100","робочі",""
"l10n_ua_product_classification.product_classification_89063","l10n_ua_product_classification.product_classification_89061","","6204391900","інші",""
"l10n_ua_product_classification.product_classification_89064","l10n_ua_product_classification.product_classification_89060","","6204399000","інші",""
"l10n_ua_product_classification.product_classification_89065","l10n_ua_product_classification.product_classification_89051","","","костюми:",""
"l10n_ua_product_classification.product_classification_89066","l10n_ua_product_classification.product_classification_89065","","6204110000","з  вовни  або  тонкого  волосу  тварин",""
"l10n_ua_product_classification.product_classification_89067","l10n_ua_product_classification.product_classification_89065","","6204120000","з  бавовни",""
"l10n_ua_product_classification.product_classification_89068","l10n_ua_product_classification.product_classification_89065","","6204130000","із  синтетичних  волокон",""
"l10n_ua_product_classification.product_classification_89069","l10n_ua_product_classification.product_classification_89065","","620419","з  інших  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_89070","l10n_ua_product_classification.product_classification_89069","","6204191000","із  штучних  волокон",""
"l10n_ua_product_classification.product_classification_89071","l10n_ua_product_classification.product_classification_89069","","6204199000","інші",""
